place_guess,latitude,longitude,positional_accuracy,place_town_name,place_county_name,place_state_name,species_guess,scientific_name
"Campbell County, VA, USA",37.2953939724,-79.0563266886,22,,Campbell,Virginia,Spotted Lanternfly,Lycorma delicatula
"Venable, Charlottesville, VA 22903, USA",38.0346944444,-78.5002,,,Charlottesville City,Virginia,Spotted Lanternfly,Lycorma delicatula
"Frederick County, VA, USA",39.0373416667,-78.154275,4,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Frederick County, VA, USA",39.0382333333,-78.1540138889,4,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Frederick County, VA, USA",39.0383611111,-78.1536472222,4,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Greenbrier Park, Charlottesville, VA, US",38.0599521939,-78.4688448169,81,,Charlottesville City,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia Welcome Center, I-95 South, Fredericksburg, VA, US",38.3168194183,-77.5062415048,4,,Fredericksburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Elkton, VA 22827, USA",38.4118830997,-78.576121,,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
Centreville,38.834564209,-77.4827575684,12,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
Midland,38.6113319397,-77.7121200562,2400,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Sweet Briar, VA 24521, USA",37.5608083333,-79.0868722222,,,Amherst,Virginia,Spotted Lanternfly,Lycorma delicatula
"Royal Orchard Dr, Afton, VA, US",38.0498070105,-78.8275704084,22,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
"Hillsboro, VA 20132, USA",39.2945100997,-77.7253122997,,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Hillsboro, VA 20132, USA",39.2934898,-77.7215221997,,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Hillsboro, VA 20132, USA",39.2946566,-77.7254422,,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Loudoun County, US-VA, US",39.2921419722,-77.725935,,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Compton Ln, Centreville, VA, US",38.8082261355,-77.4374727283,24,"Greater Clifton, VA",Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Forest Dr, Fairfax, VA, US",38.8390883333,-77.3352966667,7,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Massanutten, VA, USA",38.4233491997,-78.7471572997,,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Page County, US-VA, US",38.65473912,-78.47465461,6,,Page,Virginia,Spotted Lanternfly,Lycorma delicatula
Harrisonburg,38.4171142578,-78.8421020508,10,,Harrisonburg,Virginia,Spotted Lanternfly,Lycorma delicatula
Manassas,38.7455940247,-77.4488067627,8,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Ships Curve Ln, Springfield, VA, US",38.7461966667,-77.2239133333,35,,Fairfax,Virginia,"",Lycorma delicatula
"Shenandoah National Park, Front Royal, VA, US",38.87167,-78.2026883333,3,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Tayloe Ct, Herndon, VA, US",38.9109883333,-77.4095466667,21,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",38.8372758663,-77.6687675752,,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Manassas Regional Airport, Manassas, VA, US",38.72157,-77.5195833333,18,,Manassas,Virginia,Spotted Lanternfly,Lycorma delicatula
"Longstreet Dr, Manassas, VA, US",38.7601,-77.4723666667,4,,Manassas,Virginia,Spotted Lanternfly,Lycorma delicatula
"Glencove Dr, Clifton, VA, US",38.7833216667,-77.367225,13,"Greater Clifton, VA",Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",38.5414448301,-78.9387251203,17,,Harrisonburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Grimsley Rd, Flint Hill, VA, US",38.7440461049,-78.0619285989,23,,Rappahannock,Virginia,Spotted Lanternfly,Lycorma delicatula
Clifton,38.8319702148,-77.4141311646,4,"Greater Clifton, VA",Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Stallion Chase Ct, Fairfax, VA, US",38.8076548561,-77.3723188136,56,"Greater Clifton, VA",Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Stanardsville, VA 22973, USA",38.4430542997,-78.4736276997,,,Greene,Virginia,Spotted Lanternfly,Lycorma delicatula
"Camp Snyder Blvd, Haymarket, VA, US",38.828864442,-77.6657522936,3,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Best Buy, Lynchburg, VA 24502, USA",37.34904947,-79.18938772,3,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Haymarket, VA 20169, USA",38.8402340855,-77.6981251314,4,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Warren County, US-VA, US",38.9009246667,-78.199028,,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Hummingbird Ln, Spout Spring, VA, US",37.3565116667,-78.9409416667,4,,Appomattox,Virginia,Spotted Lanternfly,Lycorma delicatula
"Costello Dr, Winchester, VA, US",39.1569028333,-78.1548916667,4,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
Bluemont,39.1122436523,-77.825050354,40,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
Purcellville,39.0602340698,-77.7386550903,100,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Mannheim Ct, Rockingham, VA, US",38.3813853097,-78.8419472986,3,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Drifton Ct, Centreville, VA, US",38.8106783333,-77.4465866667,7,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Sky Meadows State Park, Paris, VA, US",38.9918443409,-77.9659688452,755,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Utterback Store Rd, Great Falls, VA, US",38.9941373238,-77.328853074,4,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
Salem,37.3231201172,-80.0631713867,,,Roanoke,Virginia,Spotted Lanternfly,Lycorma delicatula
Leesburg,39.1313476563,-77.5365829468,75,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Shenandoah County, VA, USA",38.9430208607,-78.318331384,439,,Shenandoah,Virginia,Spotted Lanternfly,Lycorma delicatula
"Somerset Crossing Pl, Brambleton, VA, US",38.9675116667,-77.5458133333,4,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Clifton, VA 20124, USA",38.8066720705,-77.4250239506,184,"Greater Clifton, VA",Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Amherst St, Winchester, VA, US",39.18763,-78.1768633333,47,,Winchester,Virginia,Spotted Lanternfly,Lycorma delicatula
"Rugby Ave, Charlottesville, VA, US",38.0460611667,-78.4781283333,4,,Charlottesville City,Virginia,Spotted Lanternfly,Lycorma delicatula
"Huntley Ave, Charlottesville, VA, US",38.0191528333,-78.519425,14,,Charlottesville City,Virginia,Spotted Lanternfly,Lycorma delicatula
"Dale City, VA, USA",38.6619437,-77.3968165997,,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Centreville, VA, USA",38.8146770816,-77.4315538624,4,"Greater Clifton, VA",Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Cellar Door Dr, Bristow, VA, US",38.78635,-77.5912383333,12,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Massanutten, VA, USA",38.40331292,-78.75507471,3,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Bull Run Regional Park, Centreville, VA, US",38.8079000019,-77.47608,26,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Newvalley Church Rd, Leesburg, VA, US",39.2111883333,-77.544045,50,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Amherst, VA 24521, USA",37.6798166667,-79.0149861111,,,Amherst,Virginia,Spotted Lanternfly,Lycorma delicatula
"Old Rag Fire Rd, Virginia, USA",38.5675199,-78.3477885,190,,Madison,Virginia,Spotted Lanternfly,Lycorma delicatula
"Waynesboro, VA 22980, USA",38.04079341,-78.86348882,9,,Augusta,Virginia,Spotted Lanternfly,Lycorma delicatula
"Reston, VA, USA",38.9713592053,-77.3200392251,188,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Reston, VA, USA",38.9713368951,-77.3200083586,2,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Montclair, VA, USA",38.6168162375,-77.3496277258,4555,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Patmos Rd, Woodstock, VA, US",38.8936627401,-78.5432808768,2431,,Shenandoah,Virginia,Spotted Lanternfly,Lycorma delicatula
Gainesville,38.7698669434,-77.5988235474,35,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
Lynchburg,37.3380737305,-79.2376174927,36,,Campbell,Virginia,Spotted Lanternfly,Lycorma delicatula
"Lorton, VA",38.704237,-77.213702,2,Lorton,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Norfolk St, Richmond, VA, US",37.5708366667,-77.471725,10,,Richmond city,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",38.8910688869,-77.3330855291,,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Waynesboro, VA 22980, USA",38.0652821997,-78.8939852,,,Waynesboro,Virginia,Spotted Lanternfly,Lycorma delicatula
"Middle Mountain Rd, Crozet, VA, US",38.1281805,-78.7243116667,34,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
"Woodbridge, VA 22191, USA",38.5915657997,-77.2480093,,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Prince William County, US-VA, US",38.5857377,-77.2605805,,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Woodbridge, VA 22191, USA",38.5969280997,-77.2631829,,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Woodbridge, VA 22191, USA",38.5984233,-77.2621915997,,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Woodbridge, VA 22191, USA",38.5978512,-77.2619104,,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",37.3471403647,-79.5556565196,46,,Bedford,Virginia,Spotted Lanternfly,Lycorma delicatula
"Prince William County, VA, USA",38.6744416667,-77.4790111117,,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Middleburg, VA 20117, USA",39.0135655261,-77.7520127222,14,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Quigg St, Clifton, VA, US",38.7828204419,-77.4145826931,35,"Greater Clifton, VA",Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Preston Ave, Charlottesville, VA, US",38.0387961818,-78.4906552826,4,,Charlottesville City,Virginia,Spotted Lanternfly,Lycorma delicatula
Lynchburg,37.4310302734,-79.1603317261,12,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Fairfax County, VA, USA",38.6658971792,-77.2057290988,8,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Ellanor C. Lawrence Park, Centreville, VA, US",38.8539716667,-77.4291533333,4,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",38.5135729422,-78.4570488358,,,Page,Virginia,Spotted Lanternfly,Lycorma delicatula
"Albemarle County, US-VA, US",38.0804485997,-78.4485516997,,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
"Farmbell Ct, Herndon, VA, US",38.9098824623,-77.4168755311,57,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Bealeton, VA 22712, USA",38.5916942314,-77.7755427361,247,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Settlers Ridge Rd, Warrenton, VA, US",38.7505464116,-77.7272010316,5,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Woodbridge, VA 22191, USA",38.5968366,-77.2629651,,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Fredericksburg, VA, US",38.3168411828,-77.5062502236,4,,Fredericksburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",38.5771264768,-78.4195951647,,,Page,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",37.7401795096,-77.683116497,312,,Goochland,Virginia,Spotted Lanternfly,Lycorma delicatula
"Heritage Crossing Ct, Manassas, VA, US",38.77547,-77.495925,12,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",39.0712227742,-77.3468748425,4,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Farmington Hills Ct, Aldie, VA, US",38.9596530306,-77.5734611411,209,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"FX STATION, VA 22039, USA",38.7166525473,-77.2974433377,190,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Colonial Village, Arlington, VA, USA",38.8947138889,-77.0816194444,,,Arlington,Virginia,Spotted Lanternfly,Lycorma delicatula
"Bluemont, VA 20135, USA",39.1107536,-77.8333725,189,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Rock Creek Rd, McGaheysville, VA, US",38.3606435423,-78.7616953947,9,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Charlottesville, VA 22901, USA",38.0919323,-78.4945144997,,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
"Charlottesville, VA 22901, USA",38.0919323,-78.4945144997,,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
"University Blvd, Manassas, VA, US",38.753133467,-77.5202255125,4,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Confederate Ridge Ln, Centreville, VA, US",38.8155185269,-77.4524452488,4,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Confederate Ridge Ln, Centreville, VA, US",38.8155216667,-77.4524,13,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Riverbend Park, Great Falls, VA, US",39.0193495129,-77.248565989,29,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Port Republic Rd, Harrisonburg, VA, US",38.4224601312,-78.8732177829,259,,Harrisonburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Liberty University, Lynchburg, VA, US",37.33715473,-79.1794003495,35,,Campbell,Virginia,Spotted Lanternfly,Lycorma delicatula
"Luray, VA 22835, USA",38.6637611111,-78.4648361111,,,Page,Virginia,Spotted Lanternfly,Lycorma delicatula
"Reston Metro Plaza, Reston, VA, US",38.9483216667,-77.3381716667,9,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Mason Ln, Gladys, VA, US",37.1968783333,-79.1210555,10,,Campbell,Virginia,Spotted Lanternfly,Lycorma delicatula
"Jefferson Park Avenue, Charlottesville, VA 22903, USA",38.0309611111,-78.5035305556,,,Charlottesville City,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",38.9332404445,-77.433345864,20,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Page County, Shenandoah National Park, Shenandoah, US-VA, US",38.6665585776,-78.3723190242,5,,Page,Virginia,Spotted Lanternfly,Lycorma delicatula
"Riverbend Park, Great Falls, VA, US",39.0240695,-77.2462783333,4,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Luray, VA 22835, USA",38.6654083333,-78.3692833333,,,Page,Virginia,Spotted Lanternfly,Lycorma delicatula
"Centreville Rd, Herndon, VA, US",38.9385813789,-77.413471077,91,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Riverbend Park, Great Falls, VA, US",39.0240221726,-77.2463216667,20,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
Bluemont,39.1109199524,-77.8453445435,,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Chantilly, VA, USA",38.85880817,-77.42426701,9,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Legacy Cir, Herndon, VA, US",38.9493754227,-77.4214670063,5,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
Haymarket,38.8309631348,-77.6316833496,35,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Heritage Crossing Ct, Manassas, VA, US",38.7755366667,-77.49598,20,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Spring Village Dr, Springfield, VA, US",38.766467,-77.201029,535,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Herndon, VA 20190, USA",38.9586178003,-77.3570027947,6694,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",39.0237392512,-77.6916797405,7,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Massanetta Springs Rd, Rockingham, VA, US",38.3819712203,-78.8406794519,27,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Oak Hill, VA 20171, USA",38.902625,-77.4059444444,,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Dickerson, MD 20842, USA",39.2312644528,-77.4758263305,14,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Cub Ct, Fairfax Station, VA, US",38.7689736354,-77.3592715338,12,"Greater Clifton, VA",Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Washington, Virginie 22747, États-Unis",38.7767436999,-78.1780665368,946,,Rappahannock,Virginia,Lycorma delicatula,Lycorma delicatula
"Washington, Virginie 22747, États-Unis",38.7759514567,-78.1827848777,2716,,Rappahannock,Virginia,Lycorma delicatula,Lycorma delicatula
"Autumn Woods Ln, Warrenton, VA, US",38.7749078062,-77.821172028,65,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Chantilly, VA, USA",38.85536504,-77.42745704,9,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Blue Ridge Railway Trail, Amherst, VA, US",37.69317,-78.987555,6,,Amherst,Virginia,Spotted Lanternfly,Lycorma delicatula
"Neabsco Rd, Woodbridge, VA, US",38.6059176859,-77.2798457067,4,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"McGaheysville, VA 22840, USA",38.3963388889,-78.7053305556,,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Culpeper, VA 22701, USA",38.4733414542,-77.9961178824,4257,,Culpeper,Virginia,Spotted Lanternfly,Lycorma delicatula
"James Madison Hwy, Culpeper, VA, US",38.4811812919,-77.9847986236,4,,Culpeper,Virginia,Spotted Lanternfly,Lycorma delicatula
"Macedonia Dr, Woodbridge, VA, US",38.6053858529,-77.2796356243,77,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Ryton Ridge Ln, Gainesville, VA, US",38.8117448665,-77.5963307548,23,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
Haymarket,38.8101806641,-77.6310501099,54,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",38.907576209,-77.5536929083,1,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Lake Frederick, VA 22630, USA",38.8902948298,-78.203141503,107,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Cub Run Stream Valley Park, Centreville, VA, US",38.8491432276,-77.4771692044,135,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Hemlock Overlook Regional Park, Clifton, VA, US",38.7731163604,-77.4139918071,5,"Greater Clifton, VA",Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Compton Rd, Clifton, VA, US",38.7902116667,-77.395805,4,"Greater Clifton, VA",Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"West Falls Church, VA, USA",38.8641944444,-77.1907027778,,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"George Washington & Jefferson National Forests, Churchville, VA, US",38.2914583333,-79.2233666667,4,,Augusta,Virginia,Spotted Lanternfly,Lycorma delicatula
"Cobblers Green Ct, Gainesville, VA, US",38.82275,-77.59217,4,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Shenandoah National Park, Front Royal, VA, US",38.871475,-78.2054366667,4,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Leesburg, VA, USA",39.1023337084,-77.5676562696,7,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Hillsboro, VA, US",39.2817764015,-77.7379067693,4,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Seneca Hill Ct, Great Falls, VA, US",39.00409445,-77.3475283333,6,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"2831 Berryland Dr, Oakton, VA 22124, USA",38.8939102,-77.3258115,174,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Old Oak Ln, Front Royal, VA, US",38.9882557607,-78.0503755343,18,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Colonial Village, Arlington, VA, USA",38.8942777778,-77.0822416667,,,Arlington,Virginia,Spotted Lanternfly,Lycorma delicatula
"Emerald Ridge, VA 22932, USA",38.0892200611,-78.7319017947,70,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
"Prince William County, VA, USA",38.8135276809,-77.5668623118,33,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Prince William County, VA, USA",38.8137116379,-77.566840408,15,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Clifton Rd, Clifton, VA, US",38.7757533333,-77.3778616667,4,"Greater Clifton, VA",Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Stanley, VA 22851, USA",38.5171535,-78.44713721,6,,Page,Virginia,Spotted Lanternfly,Lycorma delicatula
"Prince William County, VA, USA",38.60590793,-77.2799111483,,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Sadie Ln, Waynesboro, VA, US",38.0519054957,-78.9871249849,20,,Augusta,Virginia,Spotted Lanternfly,Lycorma delicatula
"Pow-Morr Dr, Front Royal, VA, US",38.9116601028,-78.1955540734,362,,Warren,Virginia,Chinche linterna manchada,Lycorma delicatula
